scorer,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM
bodyparts,nose,nose,rightear,rightear,leftear,leftear,righteye,righteye,lefteye,lefteye,canula,canula,tailstem,tailstem,tailtip,tailtip
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/Day1_PBS_7028_10_44_22_210810_default_def0d9c8/img004067.png,318.3975492679412,362.13062579057805,333.07225414961965,302.00012773882236,367.07461911936247,327.77034118957476,323.76634373684794,340.655447914951,337.3672897247451,353.54055464032723,338.083128987266,332.7812160272211,330.92473636205693,225.7632462803464,280.10014872307295,313.0956363078963
labeled-data/Day1_PBS_7028_10_44_22_210810_default_def0d9c8/img009191.png,414.1435664587456,262.5788595517964,364.9169167864212,290.64668611934985,359.7351641893344,249.6244780590795,401.1891849660287,273.3741774623939,398.1664959510614,252.21535435762289,380.46217457768154,268.1924248653071,308.3494509348905,248.7608526262317,271.21355732243524,351.53227913511944
labeled-data/Day1_PBS_7028_10_44_22_210810_default_def0d9c8/img016680.png,357.1012855789643,229.92698307977207,395.9644300571151,277.8189389013317,361.0268557282725,288.0254212895329,373.19612319112775,244.05903561728147,357.88639960882585,252.69528994575944,371.23333811647365,255.44318905027515,369.27055304181965,322.96299561837566,264.85038707022227,330.4215789020612
labeled-data/Day1_PBS_7028_10_44_22_210810_default_def0d9c8/img027379.png,378.3143635269371,351.03036035414675,352.8374132579271,297.48558351758334,392.99599588534966,302.6673361146701,,,387.382430571839,335.48510256288637,371.4053600641547,332.46241354791914,395.1550594674691,222.350170859825,286.33825492864673,188.23696626233703
labeled-data/Day1_PBS_7028_10_44_22_210810_default_def0d9c8/img035442.png,,,389.1182853636382,236.70708929212242,347.6296272032736,268.64968451293413,,,,,345.42668960183835,226.05955755185187,374.43203468740296,314.9113741430752,280.44003035949726,331.066249886934
labeled-data/Day1_PBS_7028_10_44_22_210810_default_def0d9c8/img042576.png,431.05377154624784,335.7289497439258,368.0599164444086,322.0125458104608,403.62096367931787,283.911423773058,409.2091282448036,330.6488001389387,420.38545737577505,315.91636628447634,400.57287391632565,316.42438124497505,365.51984164191504,230.0618379601954,269.50501410766003,190.4366710412965
labeled-data/Day1_PBS_7028_10_44_22_210810_default_def0d9c8/img046355.png,410.23570640370815,330.3937766287684,349.3893690894315,313.57155395952725,381.6021359028721,278.4954300960031,387.6867696342997,323.2353840035594,398.7822782033737,307.84483985936004,377.6650199590071,310.70819690944364,325.4087537949813,292.8122153464211,329.3458697388463,379.0708464801897
labeled-data/Day1_PBS_7028_10_44_22_210810_default_def0d9c8/img049740.png,332.38255687513424,329.0434266805846,351.39617135125394,276.96265659382203,390.25007919375935,315.81656443632744,343.1293824485932,311.2698305398641,353.4628685769191,326.1500505646534,351.39617135125394,312.5098488752632,394.3834736450897,227.36192317785765,287.7418968007663,210.82834537253618
labeled-data/Day1_PBS_7028_10_44_22_210810_default_def0d9c8/img050761.png,,,394.69832399891493,295.97289969793115,423.88609263847684,267.51482527435826,,,,,430.45334058237825,301.445606317849,342.16034044770356,301.0807592098545,420.2376215585316,354.71328408504945
labeled-data/Day1_PBS_7028_10_44_22_210810_default_def0d9c8/img054524.png,278.99734291934567,313.7835809307681,327.6790310885897,269.31841693366334,340.3286036050074,319.15006624076346,295.8634396079026,297.30080462149647,303.52984719361035,316.0835032064804,313.112856675745,301.1340084143503,394.76009746353213,271.23501883009027,457.24131928705003,198.02082638658158
labeled-data/Day1_PBS_7028_10_44_22_210810_default_def0d9c8/img055450.png,,,391.39474196649337,280.82564853663246,402.68191072521,245.22765475914142,,,,,428.7292232453254,273.87969853126833,317.5940231594998,277.35267353395034,365.7815513217132,378.9371923624003
labeled-data/Day1_PBS_7028_10_44_22_210810_default_def0d9c8/img060214.png,,,363.9529410801831,291.1235274345453,395.3759755459393,278.32155042997795,,,,,389.9448337864259,313.6239718668151,327.8746422491297,239.91561941627592,277.05467292796845,317.50335883789614
labeled-data/Day1_PBS_7028_10_44_22_210810_default_def0d9c8/img069024.png,451.66369372283566,227.24073851818957,422.1133871341906,274.87406854167716,389.9167844331296,229.00493592646689,441.9606079773105,244.0006138968241,432.2575222317852,229.44598527853623,441.9606079773105,235.62067620750682,363.4538233089698,309.71696735515417,470.1877665097476,342.79566876035386
labeled-data/Day1_PBS_7028_10_44_22_210810_default_def0d9c8/img082656.png,298.04534538997325,342.08527911286376,312.2605276482915,284.0399515580641,354.51120824940415,321.9471042469129,305.9426688668167,321.15737189922856,319.3681187774506,334.5828218098625,318.1835202559241,317.2087101608068,379.3877772014611,232.31248278473925,292.1223527823406,185.71827427136267
labeled-data/Day1_PBS_7028_10_44_22_210810_default_def0d9c8/img088828.png,,,415.62337247381794,281.0938342525975,374.2894279605143,250.50671531275282,,,,,419.34342748001524,231.90644028176618,343.2889695755365,305.0675220703136,380.48951963750983,399.3089155606459
labeled-data/Day1_PBS_7028_10_44_22_210810_default_def0d9c8/img088944.png,,,340.9058656229398,249.1150776032339,364.8749351228332,297.8521855863505,,,,,319.33370307303574,287.86507329472823,420.003794972588,291.4604337197122,384.8491597060777,392.1305256192645
labeled-data/Day1_PBS_7028_10_44_22_210810_default_def0d9c8/img096893.png,389.213113283492,164.6320511227648,416.44271516622257,224.78102244581135,362.38992336916044,227.6259062246041,,,379.052814073518,190.64241710029845,394.09005690427966,189.4231811951016,386.36822950469934,295.49670494723097,269.3215826057979,297.1223528208268
labeled-data/Day1_PBS_7028_10_44_22_210810_default_def0d9c8/img103942.png,339.642017922155,210.79241485987546,378.41048688494016,254.0775986532764,332.49055277368007,274.4028153910473,353.56855531655356,222.83698774151748,335.50169599409054,228.48288127978716,348.6754475833865,225.84813096192798,418.3081345553793,287.20017407779187,364.4839494905416,185.57409038893755
labeled-data/Day1_PBS_7028_10_44_22_210810_default_def0d9c8/img111344.png,,,379.311140835511,283.89188828866793,400.1743915996283,321.4457396640789,,,,,351.38648212046184,313.100439358432,378.0272484807961,222.9070014397099,271.1432099507802,234.46203263214403
labeled-data/Day1_PBS_7028_10_44_22_210810_default_def0d9c8/img118135.png,,,401.23968165310214,251.91562553092868,361.91932371050245,262.58393970140145,,,,,371.97801992837674,220.825109948408,366.79626733129,318.36398236415914,280.53532703861003,258.9262319858108
