scorer,Ayano Matsushima,Ayano Matsushima,Ayano Matsushima,Ayano Matsushima,Ayano Matsushima,Ayano Matsushima,Ayano Matsushima,Ayano Matsushima,Ayano Matsushima,Ayano Matsushima
bodyparts,nose,nose,rightear,rightear,leftear,leftear,TailBase,TailBase,TailTip,TailTip
coords,x,y,x,y,x,y,x,y,x,y
labeled-data/Day1_PBS_7028_WIN_20210810_10_44_22_Pro_default/img001447.png,,,386.6657865674375,247.38311605335915,346.8374136643391,246.5702921165612,397.6389097142095,300.6230839136233,493.55213425636487,301.0294958820223
labeled-data/Day1_PBS_7028_WIN_20210810_10_44_22_Pro_default/img007687.png,,,340.06811547027326,273.39810034871556,380.64927417847434,254.5137987716319,336.85376626566324,209.51290990709214,253.68248059638,279.82679875793553
labeled-data/Day1_PBS_7028_WIN_20210810_10_44_22_Pro_default/img009027.png,,,352.86808119742875,282.9167304804016,397.36557341929256,240.5898476352141,305.11467491055066,253.07085155110272,306.1999795988887,365.94253913826924
labeled-data/Day1_PBS_7028_WIN_20210810_10_44_22_Pro_default/img015163.png,,,363.45668551144047,262.58255420605457,376.5357615853708,298.1412922820525,445.20091097350473,260.53894856950296,437.4352095546086,368.4413261794277
labeled-data/Day1_PBS_7028_WIN_20210810_10_44_22_Pro_default/img016756.png,377.6796554081872,215.49473988378622,406.50488609866596,268.8016733524797,346.8800938484976,268.0119410047954,371.75666280055464,322.89833916885766,255.66600769095533,329.6110641241746
labeled-data/Day1_PBS_7028_WIN_20210810_10_44_22_Pro_default/img052367.png,,,374.64071453280184,251.61732838275944,365.6211398250385,291.9906627889382,407.28298490375494,238.30271809987067,380.6537643379774,139.94640342949893
labeled-data/Day1_PBS_7028_WIN_20210810_10_44_22_Pro_default/img059023.png,314.788463202388,205.39470972139847,374.64186218478073,238.27713261913277,329.5670802350776,268.57329753614636,407.8937505083323,239.75499432240173,325.77082298480553,170.36015071827873
labeled-data/Day1_PBS_7028_WIN_20210810_10_44_22_Pro_default/img064475.png,391.95495892792155,211.82691805216376,392.7539279112513,260.56402603528034,352.80547874476235,246.58206882700918,400.7436177445491,295.7186613017907,485.83381446917065,216.22124746047754
labeled-data/Day1_PBS_7028_WIN_20210810_10_44_22_Pro_default/img065083.png,288.2974261696046,329.7549247243522,310.44918760625944,270.82288014759115,349.73721732410013,316.3802763097681,404.9076420342594,289.2130217176442,493.9326455438345,261.62780936256456
labeled-data/Day1_PBS_7028_WIN_20210810_10_44_22_Pro_default/img067243.png,,,348.17084440517925,276.13662426805115,389.1537967639565,311.49446551876093,422.10087611120883,275.7348306174749,428.93136817100503,385.02270357421423
labeled-data/Day1_PBS_7028_WIN_20210810_10_44_22_Pro_default/img074631.png,,,422.0976074967699,268.8935316939734,373.1203469868721,262.3632302926537,340.00238988017935,298.2798879999121,286.8270784694332,371.0461036146174
labeled-data/Day1_PBS_7028_WIN_20210810_10_44_22_Pro_default/img077292.png,457.1543032517933,237.06117571959012,417.62150268934874,280.54725633827917,380.5595021620569,237.55533572662068,351.40406174725405,305.7494166968376,456.6601432447627,349.2354973155267
labeled-data/Day1_PBS_7028_WIN_20210810_10_44_22_Pro_default/img080968.png,395.5769785925372,372.682465985562,341.168576323126,335.1909619007576,397.4058324503326,309.12979442717415,380.4889342657257,241.46220168874677,446.3276731463577,329.7044003273716
labeled-data/Day1_PBS_7028_WIN_20210810_10_44_22_Pro_default/img086785.png,457.5439068524765,246.8694667451168,405.8972586410491,281.9502089264637,409.79511888342097,234.6886534877047,342.5570297025062,289.7459294112074,425.873792383205,338.9564149711523
labeled-data/Day1_PBS_7028_WIN_20210810_10_44_22_Pro_default/img095027.png,428.8640977535995,243.3230143058753,401.52365624312375,296.295119732422,376.23374784593375,258.36025713663696,359.8294829396483,315.091673270874,470.21651553819396,332.1794492149213
labeled-data/Day1_PBS_7028_WIN_20210810_10_44_22_Pro_default/img099307.png,,,372.7353732498061,313.90753658112976,413.6328867288631,273.46954572543297,341.4878348613131,299.66233525696384,368.59966963956435,385.1335432019594
labeled-data/Day1_PBS_7028_WIN_20210810_10_44_22_Pro_default/img117236.png,,,360.0706491871915,301.0142092500291,410.6689392528624,291.0478793886091,334.0048633957853,266.132054735059,358.53736767005,367.3286348664008
labeled-data/Day1_PBS_7028_WIN_20210810_10_44_22_Pro_default/img117347.png,323.8884855428847,218.51936859223898,361.2922415890575,256.3341549246334,313.20169810112105,268.25403322506213,392.9415736281267,280.5849418117125,381.8437559001414,183.99282454961798
labeled-data/Day1_PBS_7028_WIN_20210810_10_44_22_Pro_default/img119674.png,296.6177506124661,230.14893943433185,364.10291979689623,245.50484619486087,318.0351995153093,286.319229953109,392.39011646102864,241.0597152904972,285.70697475630084,223.68329448253016
labeled-data/Day1_PBS_7028_WIN_20210810_10_44_22_Pro_default/img124482.png,296.9399464007885,254.47865337300104,356.53241042619777,253.5688447619261,324.234204733037,301.33379684336103,391.1051376470459,239.01190698472686,282.83791292912673,196.70580656974164
