scorer,Ayano Matsushima,Ayano Matsushima,Ayano Matsushima,Ayano Matsushima,Ayano Matsushima,Ayano Matsushima,Ayano Matsushima,Ayano Matsushima,Ayano Matsushima,Ayano Matsushima
bodyparts,nose,nose,rightear,rightear,leftear,leftear,TailBase,TailBase,TailTip,TailTip
coords,x,y,x,y,x,y,x,y,x,y
labeled-data/e268e489-f56e-4535-84a9-ad80011fc842-7470c48e-1bfe-4ff8-8422-ad80015152d6/img023082.png,,,,,,,,,,
labeled-data/e268e489-f56e-4535-84a9-ad80011fc842-7470c48e-1bfe-4ff8-8422-ad80015152d6/img033708.png,,,,,,,,,,
labeled-data/e268e489-f56e-4535-84a9-ad80011fc842-7470c48e-1bfe-4ff8-8422-ad80015152d6/img063765.png,309.72785541317376,170.95186761572478,357.8590813806766,186.1876513752221,333.6203344905673,217.69802233236425,393.87093390312486,221.50696827223857,369.9784548257313,284.5277101865229
labeled-data/e268e489-f56e-4535-84a9-ad80011fc842-7470c48e-1bfe-4ff8-8422-ad80015152d6/img072509.png,444.02684205139667,250.77386071220522,398.1229603927146,231.2050499989934,429.7699667570365,201.87148696719456,344.8070758240069,184.27921036332293,299.5489368430923,270.96595348830556
labeled-data/e268e489-f56e-4535-84a9-ad80011fc842-7470c48e-1bfe-4ff8-8422-ad80015152d6/img076819.png,299.6262977517477,120.87937070424144,347.7369348222783,146.34970797687527,313.37219405761357,172.6286273851483,382.9102577225822,198.09896465778212,326.7137992956599,257.52975162726113
labeled-data/e268e489-f56e-4535-84a9-ad80011fc842-7470c48e-1bfe-4ff8-8422-ad80015152d6/img079987.png,259.0073856720374,215.11508905565285,310.4702695132387,194.67592951588495,306.4554346036415,234.82427861185758,373.9776580832318,243.58391841461525,427.9954368669041,168.03202511583038
labeled-data/e268e489-f56e-4535-84a9-ad80011fc842-7470c48e-1bfe-4ff8-8422-ad80015152d6/img083708.png,471.1832125198221,165.48622672238528,447.64448812677074,196.3808024882652,427.0481042828508,164.01505644781957,375.5571446730509,187.55378084087096,312.2968228667253,271.9008765826384
labeled-data/e268e489-f56e-4535-84a9-ad80011fc842-7470c48e-1bfe-4ff8-8422-ad80015152d6/img084278.png,283.6377829830843,270.8709825217261,334.3894140197882,251.62036385263156,331.2393127830273,288.02153369964674,404.74167497411565,241.12002639676177,398.09146125206473,142.41685431158592
labeled-data/e268e489-f56e-4535-84a9-ad80011fc842-7470c48e-1bfe-4ff8-8422-ad80015152d6/img088634.png,382.99815359547483,344.62400517486265,358.1342529245703,302.72372811833844,400.4949725861112,300.88195769827144,400.4949725861112,240.1035338360606,341.0978765389506,222.60671484542414
labeled-data/e268e489-f56e-4535-84a9-ad80011fc842-7470c48e-1bfe-4ff8-8422-ad80015152d6/img093175.png,429.54051285886976,160.83983675675248,435.97922245747793,198.2648362986626,398.9566422654808,185.78983645135924,361.9340620734837,236.4946745403988,330.9477721301817,150.77935300892716
labeled-data/e268e489-f56e-4535-84a9-ad80011fc842-7470c48e-1bfe-4ff8-8422-ad80015152d6/img102879.png,447.7402835850881,317.29269365644035,404.48862620001887,295.258830460273,437.94745549790264,267.10444970961464,384.0869010183824,234.0536549153636,328.59420852433124,216.916205762789
labeled-data/e268e489-f56e-4535-84a9-ad80011fc842-7470c48e-1bfe-4ff8-8422-ad80015152d6/img105284.png,438.4100730391268,210.13736758619856,421.5122037785934,264.02786955222393,383.60617273469427,229.31873269274996,330.629069107076,301.0205022577159,248.42321865042715,314.72147733382405
labeled-data/e268e489-f56e-4535-84a9-ad80011fc842-7470c48e-1bfe-4ff8-8422-ad80015152d6/img109944.png,274.255066070549,166.01880533552128,329.24613816563885,166.86482182929188,304.28865159940574,206.62759703651068,391.8513587046641,221.8558939243817,414.69380403647074,296.7283536230809
labeled-data/e268e489-f56e-4535-84a9-ad80011fc842-7470c48e-1bfe-4ff8-8422-ad80015152d6/img120339.png,450.3792242767178,186.59628482858486,414.6481294402555,219.31391383546608,402.16377100341924,181.43034340644573,344.90792024137716,223.18836990207043,280.3336524646379,250.7400574868125
labeled-data/e268e489-f56e-4535-84a9-ad80011fc842-7470c48e-1bfe-4ff8-8422-ad80015152d6/img124036.png,312.8460017459748,252.41509527576204,342.1234132405764,222.2504894934453,351.438953261586,260.8434410090565,378.49837903689956,161.03408364109652,391.36269620877,118.00516068690933
labeled-data/e268e489-f56e-4535-84a9-ad80011fc842-7470c48e-1bfe-4ff8-8422-ad80015152d6/img124931.png,310.6491533370057,147.8970197358804,362.059629076823,177.21373730652002,326.3697120343052,199.73237544048956,398.5993060489245,227.34957315196166,457.23274119020374,198.88261551090582
labeled-data/e268e489-f56e-4535-84a9-ad80011fc842-7470c48e-1bfe-4ff8-8422-ad80015152d6/img127278.png,364.4183277407502,310.24799666840045,332.1873453895778,270.18949003194325,369.48319639593444,258.21798230150773,389.2822284116546,206.18796793461507,470.78056949961933,180.4031820536771
labeled-data/e268e489-f56e-4535-84a9-ad80011fc842-7470c48e-1bfe-4ff8-8422-ad80015152d6/img135715.png,468.4952094225663,260.76123515859985,416.49139910636563,249.39616402989373,436.4663726053036,217.0229311178218,369.30913411749486,200.14752247216728,316.9609277064849,265.23838439112046
labeled-data/e268e489-f56e-4535-84a9-ad80011fc842-7470c48e-1bfe-4ff8-8422-ad80015152d6/img153898.png,276.0814790451925,140.9128915392971,322.41211238657297,168.87822878139164,286.93369946749783,195.17399365082377,363.73402860996634,210.6175380979506,347.0383048833428,248.60030957601924
labeled-data/e268e489-f56e-4535-84a9-ad80011fc842-7470c48e-1bfe-4ff8-8422-ad80015152d6/img162277.png,301.55386772065185,148.4699900214403,333.5321681544371,179.3196445575625,294.7819923346738,198.88284011705463,367.7677603835483,242.5238148266909,452.0399874090529,217.69360507810475
