scorer,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM
bodyparts,nose,nose,rightear,rightear,leftear,leftear,righteye,righteye,lefteye,lefteye,canula,canula,tailstem,tailstem,tailtip,tailtip
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/Day2_SKF_7027_7028_9_37_05_120812_default_559587c9/img011931.png,539.8210249853788,458.3417648544759,526.0507788540367,397.5231777743819,585.7218454231856,418.178546971395,536.3784634525433,433.0963136136822,558.1813531605014,441.702717445771,549.5749493284128,418.7523072268675,628.1801043281569,314.90170098632973,631.0489056055198,238.59158700847598
labeled-data/Day2_SKF_7027_7028_9_37_05_120812_default_559587c9/img017658.png,,,585.3523074338646,307.7113934413577,549.4517084243678,320.50764655365356,,,,,559.7598012092727,281.0525327907412,652.1771847980764,345.38924982756225,714.7366444581896,273.2326003332271
labeled-data/Day2_SKF_7027_7028_9_37_05_120812_default_559587c9/img017812.png,,,588.6980700139408,329.35676496795975,551.4792218321143,336.5273687461098,,,,,567.8691733250287,296.91831930489997,651.8676747262151,387.06305251592926,690.4523521991177,281.89419710306174
labeled-data/Day2_SKF_7027_7028_9_37_05_120812_default_559587c9/img024438.png,,,574.6609120111682,355.5251585592151,600.0267129640854,405.29956042909043,,,,,566.5247117055155,395.2489600515194,605.2913131618607,269.37715532289235,499.5207091883756,264.11255512511707
labeled-data/Day2_SKF_7027_7028_9_37_05_120812_default_559587c9/img033886.png,728.7868128246089,409.25027763013867,667.1005882850199,389.25543243454774,699.8581006267327,342.45898623210076,,,,,696.4547227211002,387.55374348173143,616.0499197005323,315.65738522524487,479.9148034752322,328.8454746095708
labeled-data/Day2_SKF_7027_7028_9_37_05_120812_default_559587c9/img035689.png,579.4166568331021,511.8870310765376,560.8772035050514,455.49619387038325,624.9928129312268,452.4062849823748,572.4643618350832,486.3952827504678,597.1836329391507,488.7127144164741,579.4166568331021,463.2209660904044,599.5010646051571,349.6668144560936,626.5377673752312,229.1603678237638
labeled-data/Day2_SKF_7027_7028_9_37_05_120812_default_559587c9/img035946.png,676.0791903948336,466.87511921013623,642.7003376789016,414.0667850625425,695.5086718264955,396.63007095720496,,,683.0538760369687,440.96914396792044,658.144284457915,428.0161563468125,630.2455418893749,312.4356514200035,507.1921594888497,283.0423333567202
labeled-data/Day2_SKF_7027_7028_9_37_05_120812_default_559587c9/img037098.png,,,612.9526274976264,299.0813115031162,626.960774222701,263.4605955450694,,,,,652.1754383278353,298.28084597596904,562.5232992873581,336.30295851545714,625.7600759319805,385.1313556714313
labeled-data/Day2_SKF_7027_7028_9_37_05_120812_default_559587c9/img037920.png,516.8874315396218,422.19234981224,558.57881088362,394.2152399892939,569.0016557196195,434.8094777716079,,,,,527.8588471564635,415.06092966129296,620.5673091187751,333.872454096665,630.4415831739326,221.41544402403844
labeled-data/Day2_SKF_7027_7028_9_37_05_120812_default_559587c9/img046684.png,615.4646310621705,210.20125784836915,625.137389320284,279.7242078285594,577.982692811981,272.4696391349743,622.1146523646235,236.19679566704895,600.3509462838683,233.1740587113885,611.2327993242459,249.4968382719549,615.4646310621705,367.98812693384434,720.051329728022,346.82896824422124
labeled-data/Day2_SKF_7027_7028_9_37_05_120812_default_559587c9/img063705.png,530.6469245641272,494.76294633966984,535.8611458126413,422.9225646934733,593.2175795462983,450.1523867690478,537.0198616456446,462.3189030155811,558.4561045562032,473.9060613456128,553.8212412241905,445.5175234370351,601.9079482938222,363.8280572103116,610.5983170413459,251.432621409004
labeled-data/Day2_SKF_7027_7028_9_37_05_120812_default_559587c9/img066703.png,472.9621208391868,438.28534538756594,,,544.4498498405563,452.69372487621405,493.46635318841675,420.55195524769135,501.778879816483,442.16452448066354,515.63309086326,416.67277615459375,604.8542100045042,367.3517848280675,553.3165449104936,270.9264759424993
labeled-data/Day2_SKF_7027_7028_9_37_05_120812_default_559587c9/img081423.png,456.6934674298085,414.1802765823779,494.06221325533375,361.86403242664255,520.9677102497119,414.1802765823779,473.88309050955013,395.86959112787054,,,489.5779637562707,399.60646571042304,598.3210141085492,320.75841201856485,706.6903770025724,327.1110988089041
labeled-data/Day2_SKF_7027_7028_9_37_05_120812_default_559587c9/img093978.png,707.3071068749905,257.7451597280184,677.7094741841487,315.75651980206845,644.5601255704057,272.34665852216705,694.6787835935647,280.2393605730582,,,685.2075411324952,275.10910423997893,604.7019802134054,349.3005035183559,547.0852552418999,241.95975562623607
labeled-data/Day2_SKF_7027_7028_9_37_05_120812_default_559587c9/img112862.png,,,587.4502422161866,360.23749351986913,594.8391547744675,399.0292844508449,,,,,553.738328669029,380.55700305514216,644.7143145428649,317.7512463097529,615.1586643097405,225.85164636613183
labeled-data/Day2_SKF_7027_7028_9_37_05_120812_default_559587c9/img118552.png,718.308832426889,437.93638719901804,640.6412856495025,428.28042192399164,673.8074272463324,382.9393675890849,692.6995332192103,433.31831685009234,703.1951476485867,417.78480749461505,686.4021645615842,420.30375495766543,603.696722858097,338.0181378313533,504.1982980676074,318.7062072813004
labeled-data/Day2_SKF_7027_7028_9_37_05_120812_default_559587c9/img122492.png,517.963591668354,493.1616794257138,526.8582750434363,422.0042124250553,577.6850371867638,448.6882625503022,526.2229405166447,463.30095666650885,544.0123072668093,477.91365078271554,538.9296310524765,453.770938764635,604.3690873120107,345.764069210064,613.8991052138847,230.7685198607855
labeled-data/Day2_SKF_7027_7028_9_37_05_120812_default_559587c9/img123118.png,,,643.0119034917759,355.5788961050936,657.761740303193,305.14397023379615,,,,,680.1243961140514,344.63546879339697,556.8918885605982,361.2885103546745,629.6894702427539,440.2715074738761
labeled-data/Day2_SKF_7027_7028_9_37_05_120812_default_559587c9/img124068.png,,,537.0900926997449,322.0860750106111,544.786876614621,360.56999458499183,,,,,504.147857544075,347.94726896459497,628.2200142518783,356.56766694925625,674.09284638454,278.0604710175196
labeled-data/Day2_SKF_7027_7028_9_37_05_120812_default_559587c9/img134851.png,,,,,,,,,,,,,,,,
