scorer,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM
bodyparts,nose,nose,rightear,rightear,leftear,leftear,righteye,righteye,lefteye,lefteye,canula,canula,tailstem,tailstem,tailtip,tailtip
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/Day1_PBS_7026_7029_1_27_40_210810_default_eab4bbaf/img012025.png,,,,,,,,,,,,,,,,
labeled-data/Day1_PBS_7026_7029_1_27_40_210810_default_eab4bbaf/img043382.png,,,,,,,,,,,,,,,,
labeled-data/Day1_PBS_7026_7029_1_27_40_210810_default_eab4bbaf/img043444.png,,,,,,,,,,,,,,,,
labeled-data/Day1_PBS_7026_7029_1_27_40_210810_default_eab4bbaf/img048859.png,348.2759025444884,272.85103546073066,360.7041094441275,225.31314406961116,390.5318060032613,253.5873147662901,351.38295426939817,257.6264820086728,361.6362249616004,266.01552166592916,355.1114163392899,249.85885269639834,390.8425111757523,177.77525267849168,312.23410253553504,159.754352674015
labeled-data/Day1_PBS_7026_7029_1_27_40_210810_default_eab4bbaf/img075893.png,,,384.20406868761586,257.899378479451,406.9547998420004,286.85485449412215,,,,,374.27647691115715,281.0637592911879,424.3280854508031,211.98426651332952,351.9393954141251,144.14572270752845
labeled-data/Day1_PBS_7026_7029_1_27_40_210810_default_eab4bbaf/img078228.png,475.86197852594387,223.77354378838118,431.3899610657896,223.77354378838118,445.54014843947505,189.40880302371647,459.94301773054775,224.78427145793015,465.502019913067,211.3921298364064,446.550876109024,222.25745228405776,371.7570285624008,196.48389671055924,301.00609169397353,248.789053609718
labeled-data/Day1_PBS_7026_7029_1_27_40_210810_default_eab4bbaf/img081598.png,,,408.5048068747909,219.86584601175608,438.89401880589634,202.9829504944753,,,,,433.3687075456953,236.44177979235906,361.2326994264047,195.30890707752945,342.81499522573466,283.4069255040675
labeled-data/Day1_PBS_7026_7029_1_27_40_210810_default_eab4bbaf/img094194.png,428.405412342006,111.60235063774923,408.38551761331024,161.29458933933327,380.14316612104307,137.34221528892945,418.75296309781334,132.33724160675553,405.88303077222326,123.04229048271822,408.74301573346554,140.55969837032697,350.47082214815475,213.48931488200427,410.5305063342419,281.41395771150763
labeled-data/Day1_PBS_7026_7029_1_27_40_210810_default_eab4bbaf/img101673.png,431.27418595467856,326.46953938057305,395.21741220247264,299.2173266608825,425.4044785996683,278.2540861072744,418.6962416225137,317.2457135369855,432.1127155768229,308.86041731554224,413.2457990785756,301.7329155273155,385.15505673674073,227.5230439675428,311.78371479911243,184.33876842711013
labeled-data/Day1_PBS_7026_7029_1_27_40_210810_default_eab4bbaf/img103343.png,303.4828770406265,171.08928914442532,353.70481190977046,170.60638592452972,336.8031992134239,205.8583209769096,324.0062638861901,170.3649343145819,311.9336833887997,183.64477286171132,328.59384447519847,179.2986438826508,390.8883598417328,202.47799843764028,318.6943284673383,219.37961113398683
labeled-data/Day1_PBS_7026_7029_1_27_40_210810_default_eab4bbaf/img106388.png,,,398.70109661969656,267.9548460232867,394.4429383822449,227.338567450671,,,,,421.3020903415553,246.9916054696786,345.63789396837603,187.04983951170547,389.529678877493,144.46825713718903
labeled-data/Day1_PBS_7026_7029_1_27_40_210810_default_eab4bbaf/img133156.png,278.7908674553899,183.6812713608894,323.7420446996267,179.12925341210595,312.361999827668,217.82140597676545,297.8524426159207,182.2587657518946,290.45541344914756,198.75983081623468,293.86942691073517,191.07830052766258,386.90129373899737,231.76196094491485,454.8970618489505,271.30761687497125
labeled-data/Day1_PBS_7026_7029_1_27_40_210810_default_eab4bbaf/img134707.png,344.5579099287071,105.0031225114733,371.24112040479963,150.46340702629772,331.71043821799583,155.89887582698324,353.45231342073794,119.3329948041897,336.1576399640113,120.81539538619484,351.96991283873274,131.19219946023082,386.06512622485116,229.5247713999054,425.1016748843199,291.7855958441215
labeled-data/Day1_PBS_7026_7029_1_27_40_210810_default_eab4bbaf/img139052.png,374.46829336979954,310.73239726262125,366.53782459965333,260.64522608275047,402.0162375187284,265.236550107572,369.876969344978,291.53231497700415,385.73790688527043,292.7844942565009,371.963934810806,279.8453083683676,380.3117966741178,199.28844138740882,406.60756154354993,129.58379482875534
labeled-data/Day1_PBS_7026_7029_1_27_40_210810_default_eab4bbaf/img141484.png,285.01151162343393,241.99071213254103,311.8145120455472,208.15192409962313,328.2313498040915,235.62499953228917,296.40278680283205,226.9140243951024,301.42834938197825,244.00093716419954,299.08308684504334,235.28996202701273,396.24396337520375,215.18771171042783,455.21056430385283,267.788600038825
labeled-data/Day1_PBS_7026_7029_1_27_40_210810_default_eab4bbaf/img143358.png,399.2288892501456,318.78254367571367,369.86537873184164,277.5149072716109,408.7521899587847,268.3884107591651,388.11837175673327,302.91037582798185,402.8001270158852,300.1327464546288,387.32476336434667,287.4350121764433,368.27816194706844,212.43901909591034,443.2741550276014,153.31519386310922
labeled-data/Day1_PBS_7026_7029_1_27_40_210810_default_eab4bbaf/img144888.png,,,426.1640816211283,199.28031813169423,423.7795130081554,163.85244159609653,,,451.7130310458382,173.39071604798824,448.9878097738692,186.67616974883737,354.2863705729445,200.30227610868263,388.6922891315538,259.2351861150134
labeled-data/Day1_PBS_7026_7029_1_27_40_210810_default_eab4bbaf/img150064.png,266.5219297117158,184.10439191084913,314.73738298501445,171.01734030809666,308.1938571836382,207.1789302630706,285.463714926226,178.24965829909144,282.0197539781332,191.3367099018439,295.45120167569496,190.64791771222536,363.9860245427409,210.96728730597266,410.4794973419931,241.27414364918891
labeled-data/Day1_PBS_7026_7029_1_27_40_210810_default_eab4bbaf/img159115.png,,,352.2230449042766,245.1958793101133,343.87143960515164,280.054753602113,327.1682290069018,251.73191823986323,323.1739829942768,264.44088282548813,316.6379440645269,254.99993770473822,409.95805545040116,212.51568466136354,367.4738024070265,154.41756084136398
labeled-data/Day1_PBS_7026_7029_1_27_40_210810_default_eab4bbaf/img162450.png,483.77310777082045,254.35075106602272,436.5047437582474,258.8035679657579,444.72532880391225,222.838508390974,461.166498895242,255.37832419673086,468.3595108101988,242.01987349752537,451.918340718869,247.15773915106598,394.0317210223121,201.60199702300636,340.2553938485876,244.41754413584434
labeled-data/Day1_PBS_7027_10_16_00_210810_default_25d2994e/img00014.png,519.6372875202217,444.12339027512417,512.9976859304311,381.7111353310922,554.163215787133,396.9822189876106,518.3093672022635,419.55686439289883,537.5642118126564,428.1883464596266,596.6566659617931,310.6673983203324,566.1144986487561,197.79417129389162,,
labeled-data/Day1_PBS_7027_10_16_00_210810_default_25d2994e/img02394.png,,,571.5776549722765,297.0040927263144,535.6009591333228,279.7352787236166,,,,,574.4557906393927,257.6695719423917,566.7807621937493,396.29977324182653,656.9623464300598,355.52618462434566
labeled-data/Day1_PBS_7027_10_16_00_210810_default_25d2994e/img08077.png,505.032865199805,361.1139797244056,561.8497202137623,348.82925431598244,555.7073575095507,389.7783390107264,,,,,519.3650448429654,358.04279837229984,619.178438786404,296.10730777149945,534.2090880448101,241.33790699227936
labeled-data/Day1_PBS_7027_10_16_00_210810_default_25d2994e/img22809.png,495.762944491134,433.0570171337545,514.3947780272425,367.0470926058272,565.499235726283,412.2958311935193,504.28035410764073,409.63414068836096,520.250497138591,426.1366218203428,620.862398233577,338.83317325114854,538.8823306746995,256.32076759123936,,
labeled-data/Day1_PBS_7027_10_16_00_210810_default_25d2994e/img25628.png,,,558.6216029570312,358.41824298025824,544.1256269750918,397.2467500747387,,,,,515.1336750112131,360.4890966919638,602.6272443307757,323.21372988126257,535.3244987003429,262.64125881387304
labeled-data/Day1_PBS_7027_10_16_00_210810_default_25d2994e/img25761.png,,,544.1014041290275,388.0160074028496,549.576881739639,429.53837928332007,,,,,503.9479016512099,411.28678724794844,630.3401764961584,337.8241293055776,587.9052250139193,270.7495285755869
labeled-data/Day1_PBS_7027_10_16_00_210810_default_25d2994e/img34944.png,564.0484067306136,510.428323708931,532.1139705379553,441.7391590681189,577.9067469651634,440.53408600424507,550.1900664960638,485.7243258995161,574.2915277735417,486.92939896339,559.228114475118,467.6482299414077,584.5346488164698,350.1536062137029,521.2683129630902,271.2213205299627
labeled-data/Day1_PBS_7027_10_16_00_210810_default_25d2994e/img37880.png,565.4854431970775,494.7030562044554,553.4200878852332,426.65445224565394,596.3727527953986,434.37627964523426,559.6940726473922,472.0201882181882,579.9638695712905,475.88110191797836,561.1419152848135,462.8505181811866,572.724656384184,331.09683817584767,517.2240219497005,416.51955378370474
labeled-data/Day1_PBS_7027_10_16_00_210810_default_25d2994e/img38213.png,492.3107523804859,297.4979386877331,547.6037164568745,327.7300629309384,518.5649655390589,357.56439606568046,514.5870544544266,306.2493430739241,499.8687834412872,322.95656962937966,523.7362499490808,323.7521518463061,615.2282048956232,304.6581786400712,512.2003078036473,283.97304099998337
