scorer,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM,AM
bodyparts,nose,nose,rightear,rightear,leftear,leftear,righteye,righteye,lefteye,lefteye,canula,canula,tailstem,tailstem,tailtip,tailtip
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/Day2_LY_7026_7029_12_56_12_120812_default_52144454/img000101.png,,,,,,,,,,,,,,,,
labeled-data/Day2_LY_7026_7029_12_56_12_120812_default_52144454/img000154.png,661.8787318268619,263.2729059707671,630.6885645732693,313.95692775785506,600.0553645920623,280.5388914147202,650.1824191067647,285.5515968661904,640.1570082038243,268.84257869462294,641.827910020981,279.42495686994897,594.4856918682065,386.9196404403663,613.9795464017019,478.2622731116018
labeled-data/Day2_LY_7026_7029_12_56_12_120812_default_52144454/img003360.png,,,582.5899736692733,364.6590299900667,614.630985399274,395.7932206333693,,,,,570.4990258466314,403.35006302252043,588.9377212761601,298.46109066110296,568.3831099776692,365.8681247723309
labeled-data/Day2_LY_7026_7029_12_56_12_120812_default_52144454/img005665.png,524.5429229085023,417.47620844208626,536.8661736638476,357.52525882148745,573.5028650986579,382.17176033217805,525.2090445709534,397.15949773732774,541.1959644697797,408.816626830222,532.2033220266899,400.49010604958323,622.1297464575881,385.50236864443355,674.0872361287738,335.21018312937565
labeled-data/Day2_LY_7026_7029_12_56_12_120812_default_52144454/img013444.png,682.6710100167377,319.3005109527494,623.8955692122289,356.24507374415487,612.1404810513272,307.54542279184767,664.1987286210349,333.9943711538766,658.321184540584,314.26261602664863,652.8634650373082,330.21594995930104,570.5778479109961,336.51331861692694,536.572057159816,423.83683066933986
labeled-data/Day2_LY_7026_7029_12_56_12_120812_default_52144454/img022259.png,717.6390107104976,389.49019833810394,648.5778677651999,393.4365493635495,669.4935282000615,348.05351257092536,698.3018906858142,393.8311844660941,703.037511916349,380.4135909795791,695.934080070547,386.3331175177475,623.7158563048928,306.61682680374673,555.8386186672287,309.3792725215586
labeled-data/Day2_LY_7026_7029_12_56_12_120812_default_52144454/img032744.png,725.2886469259417,344.98437100533454,659.068316952862,361.0664511416539,660.9603263806644,309.0361918770912,701.1655267214628,351.13340164569195,704.9495455770673,333.1593120815703,689.8134701546492,342.1463568636311,586.6989563394249,345.4573733622851,606.5650553313488,442.89585889410245
labeled-data/Day2_LY_7026_7029_12_56_12_120812_default_52144454/img035048.png,657.3904040652664,480.7770783054906,611.2656771862996,442.724178630343,663.7325540111243,415.62590158895,638.3639542276926,463.48030572587805,659.6966404092148,457.1381557800201,636.6342769697312,440.9945013723817,623.3734179920284,323.95300691700345,578.9783683710227,241.50505762085027
labeled-data/Day2_LY_7026_7029_12_56_12_120812_default_52144454/img036622.png,683.7135785816347,479.1304143605895,630.5134081620108,442.051507704488,677.80244853501,417.33223660042034,661.6811847714876,465.69602789098747,681.0267012877143,454.41114325652177,658.9943074775671,446.8878868335447,628.9012817856586,325.44103314834274,534.8605764984447,317.9177767253656
labeled-data/Day2_LY_7026_7029_12_56_12_120812_default_52144454/img039622.png,517.9902169430385,243.79287766001323,563.8210666179828,300.1193417643341,519.3896322002887,313.7636405225236,537.2321767302288,261.9852760042659,516.5908016857883,267.9327908475793,533.3837847727907,281.2272357914563,593.5586408345497,355.3962444257172,604.0542552639263,280.5275281628312
labeled-data/Day2_LY_7026_7029_12_56_12_120812_default_52144454/img040820.png,688.6329794202431,230.70644179997402,677.7847123460394,299.7927742199022,,,688.6329794202431,260.9673973227525,665.2235609969616,256.9706673480459,668.6493295467101,268.3898958472076,598.9920357018239,336.90526684217764,587.5728072026623,449.3846675589202
labeled-data/Day2_LY_7026_7029_12_56_12_120812_default_52144454/img046276.png,606.5913587405241,497.031510424893,569.1542017785666,425.1127615242904,624.8173430509507,415.26087811324896,593.7839103061702,475.8499610911539,615.4580538104613,473.8795844089456,600.6802286938992,460.08694763348757,606.098764569972,330.04208660774043,529.2540739638487,374.86815612797903
labeled-data/Day2_LY_7026_7029_12_56_12_120812_default_52144454/img061517.png,449.1304386579369,336.4974212596047,526.3781608581484,341.51852320261844,503.976321420087,385.549724856739,475.39466420600877,334.9524668156005,467.66989198598765,356.96806764266074,491.61668586805314,348.0845795896364,601.3084513923534,364.30660125168083,573.8855100112784,272.76805044443034
labeled-data/Day2_LY_7026_7029_12_56_12_120812_default_52144454/img077277.png,,,631.0602338720272,316.21619972577,632.3588912307554,274.00983556710383,,,,,669.0459616148269,299.9829827416676,577.1659534848072,351.6046127511133,655.4100593481808,316.8655284051341
labeled-data/Day2_LY_7026_7029_12_56_12_120812_default_52144454/img105163.png,610.0833965997797,463.2446441965571,602.0899366503666,400.23737165412376,650.0506963468456,411.99245981502554,609.6131930733436,443.9662996126782,,,613.3748212848323,437.38345024257325,635.4743870273275,334.408877953074,579.9903709078712,362.6210895392382
labeled-data/Day2_LY_7026_7029_12_56_12_120812_default_52144454/img111568.png,,,537.970692942768,364.7880001001748,532.6976962534492,406.09314083317196,,,,,493.5896374743349,373.1369115249296,611.3532302024543,359.95441980163264,585.4276631466369,309.8609512531043
labeled-data/Day2_LY_7026_7029_12_56_12_120812_default_52144454/img116803.png,,,579.9527840134767,377.83256545571714,587.4760404364538,424.85291809932414,,,,,543.7471124778993,398.05131709246814,633.0857825007525,325.63997402131344,539.5152807399747,322.818752862697
labeled-data/Day2_LY_7026_7029_12_56_12_120812_default_52144454/img117526.png,,,553.0310558015232,353.515430319973,531.603209382508,390.0905474834644,,,,,509.8059173355788,351.6682021804028,630.9840832913886,347.9737459012622,,
labeled-data/Day2_LY_7026_7029_12_56_12_120812_default_52144454/img147785.png,,,,,,,,,,,,,,,,
labeled-data/Day2_LY_7026_7029_12_56_12_120812_default_52144454/img153764.png,,,,,,,,,,,,,,,,
